business_name,phone,business_address,city,state,website,rating,reviews,qr_token,qr_code_url,campaign_id,campaign_batch
Delet Door Garage Door Repair,+12488866268,"6400 Farmington Rd suit 310, West Bloomfield Township, MI 48322",West Bloomfield Township,MI,https://www.deletdoor.com/w-bloomfield-location,4.8,70,d938b6e7ec9e,https://track.hammondsolutions.us/q/d938b6e7ec9e,GD-BATCH-001,BATCH-2026-09-01
Paramount Garage Doors LLC,+15862771315,"32134 Channing St, New Haven, MI 48048",New Haven,MI,http://www.paramountdoorsllc.com/,5,185,0f3075577acc,https://track.hammondsolutions.us/q/0f3075577acc,GD-BATCH-001,BATCH-2026-09-01
Mid Michigan Garage Door,+19896009338,"2800 Rodd St, Midland, MI 48640",Midland,MI,https://www.midmichigangaragedoor.com/midland-mi,5,385,b450462b30c6,https://track.hammondsolutions.us/q/b450462b30c6,GD-BATCH-001,BATCH-2026-09-01
Michigan Door Maintenance,+15862637331,"2912 Granger Rd, Lewiston, MI 49756",Lewiston,MI,http://michigangaragedoorservice.com/,4.9,56,6080c34f51df,https://track.hammondsolutions.us/q/6080c34f51df,GD-BATCH-001,BATCH-2026-09-01
Mid Michigan Garage Door,+19892823667,"509 Center Ave Ste 211, Bay City, MI 48708",Bay City,MI,https://www.midmichigangaragedoor.com/bay-city-mi,5,410,59c2e864afa0,https://track.hammondsolutions.us/q/59c2e864afa0,GD-BATCH-001,BATCH-2026-09-01
Center Line Door LLC,+12486352993,"8430 Superior St, Center Line, MI 48015",Center Line,MI,http://centerlinedoor.com/,4.9,65,1479bb5872f4,https://track.hammondsolutions.us/q/1479bb5872f4,GD-BATCH-001,BATCH-2026-09-01
Precision Garage Door of Southeast Michigan (Grosse Pointe),+13133550998,"20233 Mack Ave, Grosse Pointe Woods, MI 48236",Grosse Pointe Woods,MI,https://precisiondoormi.com/southeast/%3Futm_source%3Dgmb%26utm_medium%3Dlocation_grossepointe%26utm_campaign%3Dwebsite,4.7,333,c551e642e59f,https://track.hammondsolutions.us/q/c551e642e59f,GD-BATCH-001,BATCH-2026-09-01
Quality Door & More,+19894338011,"135 Miles Pkwy, Coleman, MI 48618",Coleman,MI,http://qualitydoorandmore.com/,4.9,47,8526b4445bb2,https://track.hammondsolutions.us/q/8526b4445bb2,GD-BATCH-001,BATCH-2026-09-01
Excellent Garage Door Sales and Service,+12317968090,"165 W Wheatland Ave, Remus, MI 49340",Remus,MI,http://www.edsgaragedoorandrepair.com/,5,3,c1f80be27332,https://track.hammondsolutions.us/q/c1f80be27332,GD-BATCH-001,BATCH-2026-09-01
Advanced Overhead Door,+19898715300,"7079 State Rd, Millington, MI 48746",Millington,MI,,4.9,11,366646d6bfdb,https://track.hammondsolutions.us/q/366646d6bfdb,GD-BATCH-001,BATCH-2026-09-01
Mc Kernan's Overhead Doors,+15867784666,"30596 Groesbeck Hwy, Roseville, MI 48066",Roseville,MI,http://www.mckernandoors.com/,4.4,23,02fb69228971,https://track.hammondsolutions.us/q/02fb69228971,GD-BATCH-001,BATCH-2026-09-01
"Premium Door & More, LLC",+15867073660,"20946 Summerfield Dr, Macomb, MI 48044",Macomb,MI,https://premiumdoorandmore.com/home/,4.4,7,eb54aacd5a97,https://track.hammondsolutions.us/q/eb54aacd5a97,GD-BATCH-001,BATCH-2026-09-01
Door Mart LLC,+19892882105,"8600 Lansing Rd, Durand, MI 48429",Durand,MI,http://doormartllc.com/,4.7,28,9690ec66338a,https://track.hammondsolutions.us/q/9690ec66338a,GD-BATCH-001,BATCH-2026-09-01
"North Country Garage Doors, LLC",+19062982168,"2577 Saint Ignace Road, Hessel, MI 49745",Hessel,MI,,5,2,ff4ab5e832c6,https://track.hammondsolutions.us/q/ff4ab5e832c6,GD-BATCH-001,BATCH-2026-09-01
Garage Door MD,+12484368986,"31625 Eight Mile W Ste B, Livonia, MI 48152",Livonia,MI,https://mygaragedoormd.com/%3Futm_source%3Dorganic%26utm_medium%3Dgoogle%26utm_campaign%3Dgbp,5,12,ed1e62f7aca5,https://track.hammondsolutions.us/q/ed1e62f7aca5,GD-BATCH-001,BATCH-2026-09-01
Tomlinson Garage Doors,+19898355904,"2970 E Nold St, Midland, MI 48640",Midland,MI,,5,2,1145dfc9ac0b,https://track.hammondsolutions.us/q/1145dfc9ac0b,GD-BATCH-001,BATCH-2026-09-01
Super Door Garage Door Service,+12482859047,"37489 Schoolcraft, Livonia, MI 48150",Livonia,MI,https://superdoor.com/livonia/%3Futm_source%3Dgoogle%26utm_medium%3Dcampaign%26utm_campaign%3Dgbp,5,412,c547901f8400,https://track.hammondsolutions.us/q/c547901f8400,GD-BATCH-001,BATCH-2026-09-01
Zwerk Door Service,+19898712957,"9716 Birch Run Rd, Birch Run, MI 48415",Birch Run,MI,https://www.zwerk-frankenmuthdoorservice.com/,5,6,447b870124b4,https://track.hammondsolutions.us/q/447b870124b4,GD-BATCH-001,BATCH-2026-09-01
Proper Garage Doors,+15864137962,"50437 Hayes Rd, Shelby Township, MI 48315",Shelby Township,MI,http://www.propergaragedoors.com/,4.8,398,e74f1b62b391,https://track.hammondsolutions.us/q/e74f1b62b391,GD-BATCH-001,BATCH-2026-09-01
ODS The Door Specialists,+19897321879,"119 Fairview Rd, Gaylord, MI 49735",Gaylord,MI,https://www.odsthedoorspecialist.com/,5,13,d873a304ce05,https://track.hammondsolutions.us/q/d873a304ce05,GD-BATCH-001,BATCH-2026-09-01
The Doors Inc.,+12484468334,"12880 10 Mile Rd, South Lyon, MI 48178",South Lyon,MI,http://thedoorsinc.net/%3Futm_source%3DGoogleMyBusiness%26utm_medium%3DGoogleMyBusiness%26utm_campaign%3DLIMMO,4.7,13,76af70de8083,https://track.hammondsolutions.us/q/76af70de8083,GD-BATCH-001,BATCH-2026-09-01
Howell Garage Doors LLC,+15177158819,"4218 W Grand River Ave, Howell, MI 48855",Howell,MI,,,,e2a4f5337635,https://track.hammondsolutions.us/q/e2a4f5337635,GD-BATCH-001,BATCH-2026-09-01
Delet Door Garage Door Repair,+19472070364,"31122 W 8 Mile Rd, Farmington Hills, MI 48336",Farmington Hills,MI,https://www.deletdoor.com/,5,354,2155a31ae949,https://track.hammondsolutions.us/q/2155a31ae949,GD-BATCH-001,BATCH-2026-09-01
Paton Garage Doors,+15175464257,"5078 W Grand River Ave, Fowlerville, MI 48836",Fowlerville,MI,http://patongaragedoors.com/,5,17,73a7a6612336,https://track.hammondsolutions.us/q/73a7a6612336,GD-BATCH-001,BATCH-2026-09-01
Quality Garage Doors,+19893455633,"2510 S M-76, West Branch, MI 48661",West Branch,MI,https://www.clopaydoor.com/,4.8,33,12ca62fda377,https://track.hammondsolutions.us/q/12ca62fda377,GD-BATCH-001,BATCH-2026-09-01
B&B Garage Doors and More,+12313605442,"3890 S Blue Star Dr Ste A, Traverse City, MI 49685",Traverse City,MI,http://www.bbgaragedoorsandmore.com/,5,216,4e102d704fb8,https://track.hammondsolutions.us/q/4e102d704fb8,GD-BATCH-001,BATCH-2026-09-01
Soo Overhead Doors Inc,+18777944223,"3600 South M-129, Sault Ste. Marie, MI 49783",Sault Ste. Marie,MI,https://www.soooverheaddoors.com/ca%3Futm_campaign%3Dgmb%26utm_medium%3Dgooglemybusiness%26utm_source%3Dgooglemybusiness,4.5,6,7c2a22b03586,https://track.hammondsolutions.us/q/7c2a22b03586,GD-BATCH-001,BATCH-2026-09-01
Worth Garage Door,+16162600345,"18674 16 Mile Rd, Big Rapids, MI 49307",Big Rapids,MI,http://worthgaragedoor.com/,4.2,65,d76000516158,https://track.hammondsolutions.us/q/d76000516158,GD-BATCH-001,BATCH-2026-09-01
M & R Garage Door & Openers,+19898940971,"2638 22nd St, Bay City, MI 48708",Bay City,MI,http://www.mandrgaragedoors.com/,4.7,46,3ebdc5fc0648,https://track.hammondsolutions.us/q/3ebdc5fc0648,GD-BATCH-001,BATCH-2026-09-01
Overhead Door Company of Sault Saint Marie,+18002363822,"19030 S Mackinac Trail, Rudyard, MI 49780",Rudyard,MI,http://www.overheaddoor.com/,3.3,4,26f48e27fed3,https://track.hammondsolutions.us/q/26f48e27fed3,GD-BATCH-001,BATCH-2026-09-01
Shipley Garage Doors,+18109530950,"7374 E Baldwin Rd, Grand Blanc, MI 48439",Grand Blanc,MI,https://shipleygaragedoors.com/,4.7,109,0cba809d1b31,https://track.hammondsolutions.us/q/0cba809d1b31,GD-BATCH-001,BATCH-2026-09-01
"Fawley Overhead Door, Inc.",+12693272034,"6736 Lovers Ln, Portage, MI 49002",Portage,MI,https://www.fawleydoor.com/,5,4563,a156d82c1521,https://track.hammondsolutions.us/q/a156d82c1521,GD-BATCH-001,BATCH-2026-09-01
Apex Overhead Door,+16163965111,"791 Case Karsten Dr, Zeeland, MI 49464",Zeeland,MI,https://www.apexohdoor.com/,5,8,787cf554918f,https://track.hammondsolutions.us/q/787cf554918f,GD-BATCH-001,BATCH-2026-09-01
Discount Door Services,+15178125665,"25560 M-60, Homer, MI 49245",Homer,MI,http://www.yourdoorguys.com/,4.8,27,6419f9c6fb49,https://track.hammondsolutions.us/q/6419f9c6fb49,GD-BATCH-001,BATCH-2026-09-01
Overhead Door Company of Battle Creek,+12699623141,"4407 W Columbia Ave, Battle Creek, MI 49015",Battle Creek,MI,https://overheaddoormichigan.com/locations/battle-creek/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic,4.9,156,d276995275a3,https://track.hammondsolutions.us/q/d276995275a3,GD-BATCH-001,BATCH-2026-09-01
"Fawley Overhead Door, Inc.",+12692572676,"415 E Prairie Ronde St, Dowagiac, MI 49047",Dowagiac,MI,https://www.fawleydoor.com/,4.9,443,52ba159c00a4,https://track.hammondsolutions.us/q/52ba159c00a4,GD-BATCH-001,BATCH-2026-09-01
Wagner Door Company,+12697754138,"9830 Portage Rd, Portage, MI 49002",Portage,MI,,4.7,35,274afef973cc,https://track.hammondsolutions.us/q/274afef973cc,GD-BATCH-001,BATCH-2026-09-01
K & H Garage Doors,+18106291293,"2033 S Long Lake Rd, Fenton, MI 48430",Fenton,MI,https://www.khgaragedoor.com/,4.5,11,9a9325d9e4f8,https://track.hammondsolutions.us/q/9a9325d9e4f8,GD-BATCH-001,BATCH-2026-09-01
Rescom Door,+18102474906,"4088 M-36, Pinckney, MI 48169",Pinckney,MI,http://rescomdoor.biz/,5,178,651c2008fdd3,https://track.hammondsolutions.us/q/651c2008fdd3,GD-BATCH-001,BATCH-2026-09-01
Affordable Garage Door Service,+12693305240,"7786 Chippewa St, Portage, MI 49024",Portage,MI,https://www.affordablegds.net/,5,142,24727efd179b,https://track.hammondsolutions.us/q/24727efd179b,GD-BATCH-001,BATCH-2026-09-01
Overhead Door Great Lakes Bay Region,+19896423667,"14890 Gratiot Rd, Hemlock, MI 48626",Hemlock,MI,,5,2,f396aea10256,https://track.hammondsolutions.us/q/f396aea10256,GD-BATCH-001,BATCH-2026-09-01
Overhead Doors & More,+18105535212,"6434 S Dort Hwy #3, Grand Blanc, MI 48439",Grand Blanc,MI,https://overheaddoorsandmore.us/,4.9,59,db9cea62b9e4,https://track.hammondsolutions.us/q/db9cea62b9e4,GD-BATCH-001,BATCH-2026-09-01
Quality Garage Doors,+12692130475,"70159 N Fir Rd, Niles, MI 49120",Niles,MI,http://www.qualitygaragedoorco.com/,4.7,35,db6f982408c3,https://track.hammondsolutions.us/q/db6f982408c3,GD-BATCH-001,BATCH-2026-09-01
"Door Doctor Services, Inc.",+12484375163,"54630 Pontiac Trail, Milford, MI 48381",Milford,MI,https://doordrservices.com/,4.8,134,24481765b092,https://track.hammondsolutions.us/q/24481765b092,GD-BATCH-001,BATCH-2026-09-01
Quality Door,+16165458447,"2481 Van Ommen Dr, Holland, MI 49424",Holland,MI,https://www.qualitydoorcompany.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dholland,5,1378,9c03b4ff83e2,https://track.hammondsolutions.us/q/9c03b4ff83e2,GD-BATCH-001,BATCH-2026-09-01
Michigan Overhead Door & Loading Dock,+18106032600,"560 E Reid Rd, Grand Blanc, MI 48439",Grand Blanc,MI,http://www.michiganoverheaddoor.com/,4.1,15,87d2af51a209,https://track.hammondsolutions.us/q/87d2af51a209,GD-BATCH-001,BATCH-2026-09-01
DOOR TEQ garage door service,+12694201067,"2815 W Kirby Rd, Battle Creek, MI 49017",Battle Creek,MI,https://door-teqmi.com/,5,68,b1bbb63ab998,https://track.hammondsolutions.us/q/b1bbb63ab998,GD-BATCH-001,BATCH-2026-09-01
Thomas & Maxson Inc,+12699637372,"79 Upton Ave, Battle Creek, MI 49037",Battle Creek,MI,http://www.thomasandmaxson.com/,4,14,bfe4fe958132,https://track.hammondsolutions.us/q/bfe4fe958132,GD-BATCH-001,BATCH-2026-09-01
Complete Garage Doors LLC,+16169164362,"550 76th St SW, Byron Center, MI 49315",Byron Center,MI,http://www.completegaragedoorsllc.com/,5,171,62ff10496829,https://track.hammondsolutions.us/q/62ff10496829,GD-BATCH-001,BATCH-2026-09-01
A1 Garage Door Service,+13137522590,"642 S Main St Suite 103, Clawson, MI 48017",Clawson,MI,https://a1garage.com/areas-served/clawson-mi-garage-door-repair-installation-near-you/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbpwebsite%5Bclawson%5D,4.8,2682,ecbd295e938a,https://track.hammondsolutions.us/q/ecbd295e938a,GD-BATCH-001,BATCH-2026-09-01
"Fawley Overhead Door, Inc.",+12692926546,"1163 N Nottawa St, Sturgis, MI 49091",Sturgis,MI,https://www.fawleydoor.com/,5,167,09cc2ba8325f,https://track.hammondsolutions.us/q/09cc2ba8325f,GD-BATCH-001,BATCH-2026-09-01
D & D Garage Door LLC,+12696502603,"557 Lincoln Rd, Otsego, MI 49078",Otsego,MI,https://www.ddgaragedoorllc.com/,5,42,7977b3d23c20,https://track.hammondsolutions.us/q/7977b3d23c20,GD-BATCH-001,BATCH-2026-09-01
Ahlstrom Doors,+15174143818,"3113 Earl Dr, Spring Arbor, MI 49283",Spring Arbor,MI,https://garagedoorsjacksonmi.com/,5,18,e6de1fa9b379,https://track.hammondsolutions.us/q/e6de1fa9b379,GD-BATCH-001,BATCH-2026-09-01
All Season Windows,+12693854475,"5400 Meredith St, Portage, MI 49002",Portage,MI,http://www.allseasonwindowinc.com/,4.9,60,b82e3f22c496,https://track.hammondsolutions.us/q/b82e3f22c496,GD-BATCH-001,BATCH-2026-09-01
Window World of Kalamazoo,+12694431561,"10735 N 32nd St, Richland, MI 49083",Richland,MI,https://www.windowworldofkalamazoo.com/,4.9,105,139149f5698d,https://track.hammondsolutions.us/q/139149f5698d,GD-BATCH-001,BATCH-2026-09-01
West Michigan Garage Doors,+12696737142,"1719 30th Street, Allegan, MI 49010",Allegan,MI,,4.3,17,e7716e16cd24,https://track.hammondsolutions.us/q/e7716e16cd24,GD-BATCH-001,BATCH-2026-09-01
Abode Building Center,+12693291800,"8308 Shaver Rd, Portage, MI 49024",Portage,MI,http://www.abodebuilding.com/,4.2,12,1bcef0c5fd0b,https://track.hammondsolutions.us/q/1bcef0c5fd0b,GD-BATCH-001,BATCH-2026-09-01
Super Door Garage Door Service,+12483011045,"31119 Greenfield Rd Ste c, Beverly Hills, MI 48025",Beverly Hills,MI,https://superdoor.com/beverly-hills/%3Futm_source%3Dgoogle%26utm_medium%3Dcampaign%26utm_campaign%3Dgbp,4.9,97,b6cf95591c04,https://track.hammondsolutions.us/q/b6cf95591c04,GD-BATCH-001,BATCH-2026-09-01
Home Services at The Home Depot,+18444762140,"6685 S Westnedge Ave, Portage, MI 49002",Portage,MI,https://www.homedepot.com/l/Portage-Kalamazoo/MI/Portage/49002/2728/services%3Femt%3DHSGoogleMaps,1.2,6,28b3e08edfea,https://track.hammondsolutions.us/q/28b3e08edfea,GD-BATCH-001,BATCH-2026-09-01
Precision Garage Door Service of Saginaw,+19897786515,"6321 Normandy Dr #4, Saginaw, MI 48638",Saginaw,MI,https://pgdmi.com//%3Futm_source%3Dgmb%26utm_medium%3Dlocation_saginaw%26utm_campaign%3Dwebsite,5,43,282c5f62fe93,https://track.hammondsolutions.us/q/282c5f62fe93,GD-BATCH-001,BATCH-2026-09-01
Blitz Garage Door Repair,+19892082886,"8390 Gratiot Rd #12, Saginaw, MI 48609",Saginaw,MI,https://blitzgaragedoorrepairmi.com/saginaw/,5,121,f7dcd0aad777,https://track.hammondsolutions.us/q/f7dcd0aad777,GD-BATCH-001,BATCH-2026-09-01
Precision Garage Door Service of Central Michigan,+19894608883,"3727 S Isabella Rd Unit A, Mt Pleasant, MI 48858",Mt Pleasant,MI,https://pgdmi.com//%3Futm_source%3Dgmb%26utm_medium%3Dlocation_mountpleasant%26utm_campaign%3Dwebsite,4.9,178,2f6372d23ce7,https://track.hammondsolutions.us/q/2f6372d23ce7,GD-BATCH-001,BATCH-2026-09-01
Dover Doors & Windows,+19892179717,"2857 Enterprise Ct, Saginaw, MI 48603",Saginaw,MI,https://dovercompany.com/,5,472,f4268fe78415,https://track.hammondsolutions.us/q/f4268fe78415,GD-BATCH-001,BATCH-2026-09-01
A1 Garage Door Service,+16162636248,"3417 Roger B Chaffee Memorial Blvd SE Ste 303, Grand Rapids, MI 49548",Grand Rapids,MI,https://a1garage.com/areas-served/grand-rapids-mi-garage-door-repair-installation-near-you/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbpwebsite%5Bgrandrapids%5D,4.9,1763,9b58af37d53a,https://track.hammondsolutions.us/q/9b58af37d53a,GD-BATCH-001,BATCH-2026-09-01
Dover and Company- Garage & Entry Doors,+18102075410,"4247 Miller Rd, Flint, MI 48507",Flint,MI,https://dovercompany.com/,4.9,2561,a298eaab7b9c,https://track.hammondsolutions.us/q/a298eaab7b9c,GD-BATCH-001,BATCH-2026-09-01
"Delta Door Sales, Inc.",+19897932942,"2835 Universal Dr, Saginaw, MI 48603",Saginaw,MI,https://deltadoor.com/,4.3,35,186c65c90139,https://track.hammondsolutions.us/q/186c65c90139,GD-BATCH-001,BATCH-2026-09-01
Doors Unlimited,+12699625502,"12240 E Michigan Ave, Battle Creek, MI 49014",Battle Creek,MI,http://www.doorsunl.com/,4.7,60,6966e27ac451,https://track.hammondsolutions.us/q/6966e27ac451,GD-BATCH-001,BATCH-2026-09-01
Kenyon-Green Doors & Gutter,+15172784710,"649 W Chicago St, Coldwater, MI 49036",Coldwater,MI,https://notjustgaragedoors.com/,4.6,31,6a4a9e7c0ae4,https://track.hammondsolutions.us/q/6a4a9e7c0ae4,GD-BATCH-001,BATCH-2026-09-01
Golden Garage Door,+16162820649,"8500 Algoma Ave NE, Rockford, MI 49341",Rockford,MI,https://golden-garage-door.com/,4.9,72,dff99cbbc94c,https://track.hammondsolutions.us/q/dff99cbbc94c,GD-BATCH-001,BATCH-2026-09-01
Michigan Door,+15172230207,"2607 Mason Rd, Howell, MI 48843",Howell,MI,https://michigandoor.com/,4.9,86,710940fca823,https://track.hammondsolutions.us/q/710940fca823,GD-BATCH-001,BATCH-2026-09-01
Overhead Door Company of Jackson,+15177843328,"440 E Prospect St, Jackson, MI 49203",Jackson,MI,https://overheaddoormichigan.com/locations/jackson/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic,4.9,324,77db04a8a2ae,https://track.hammondsolutions.us/q/77db04a8a2ae,GD-BATCH-001,BATCH-2026-09-01
R & R Garage Door Services llc,+13139898931,"1599 Inkster Rd, Garden City, MI 48135",Garden City,MI,https://garageservices.co/,5,28,ca2c84862f3d,https://track.hammondsolutions.us/q/ca2c84862f3d,GD-BATCH-001,BATCH-2026-09-01
The Original Downriver Door & Window,+17342854511,"13536 Dix Toledo Rd, Southgate, MI 48195",Southgate,MI,https://www.downriverdoors.com/,4.3,68,bb54390f79d5,https://track.hammondsolutions.us/q/bb54390f79d5,GD-BATCH-001,BATCH-2026-09-01
WEST METRO OVERHEAD DOOR,+13132916005,"25220 Northline Rd, Taylor, MI 48180",Taylor,MI,http://www.westmetrodoor.com/,4.8,226,61a620e5bf83,https://track.hammondsolutions.us/q/61a620e5bf83,GD-BATCH-001,BATCH-2026-09-01
Legacy Garage Door LLC,+15864647149,"1015 S 9th St, St Clair, MI 48079",St Clair,MI,https://www.legacy-door.com/,5,123,4224b36a9570,https://track.hammondsolutions.us/q/4224b36a9570,GD-BATCH-001,BATCH-2026-09-01
Super Door Garage Door Service,+12484690968,"41100 Bridge St #2, Novi, MI 48375",Novi,MI,https://superdoor.com/novi/%3Futm_source%3Dgoogle%26utm_medium%3Dcampaign%26utm_campaign%3Dgbp,4.9,45,7ac24ac30200,https://track.hammondsolutions.us/q/7ac24ac30200,GD-BATCH-001,BATCH-2026-09-01
Taylor Door Company,+15867013667,"20525 E 9 Mile Rd, St Clair Shores, MI 48080",St Clair Shores,MI,https://taylordoorco.com/,4.4,116,d2c9f9780f27,https://track.hammondsolutions.us/q/d2c9f9780f27,GD-BATCH-001,BATCH-2026-09-01
Reliable Door Sales Inc,+17349470000,"24680 Eureka Rd, Taylor, MI 48180",Taylor,MI,,5,1,b55577e27681,https://track.hammondsolutions.us/q/b55577e27681,GD-BATCH-001,BATCH-2026-09-01
Adkins & Sons,+17342837120,"13789 Dix Toledo Rd, Southgate, MI 48195",Southgate,MI,https://adkinsandsonswindows.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,4.9,238,801ca6218d07,https://track.hammondsolutions.us/q/801ca6218d07,GD-BATCH-001,BATCH-2026-09-01
Anderson Overhead Door Company,+15867912369,"33119 Louise Ave, Clinton Township, MI 48035",Clinton Township,MI,http://andersondoorcompany.com/,4.4,42,58d5bc91a643,https://track.hammondsolutions.us/q/58d5bc91a643,GD-BATCH-001,BATCH-2026-09-01
Attica Overhead Door,+18106834098,"5161 Lum Rd, Attica, MI 48412",Attica,MI,https://www.atticaoverheaddoor.net/,4.9,32,90d3b5aa3276,https://track.hammondsolutions.us/q/90d3b5aa3276,GD-BATCH-001,BATCH-2026-09-01
DC Side Street Garage,+17344752278,"121 Buchanan St, Chelsea, MI 48118",Chelsea,MI,https://www.dcsidestreet.com/,4.9,108,37fc86a5883b,https://track.hammondsolutions.us/q/37fc86a5883b,GD-BATCH-001,BATCH-2026-09-01
AJ Garage Door Repair,+17346913161,"6641 Schaefer Rd, Dearborn, MI 48126",Dearborn,MI,http://ajgaragedoorrepair.com/,4.7,42,f9305f6d3075,https://track.hammondsolutions.us/q/f9305f6d3075,GD-BATCH-001,BATCH-2026-09-01
High Angel Garage Parts Services,+13132414357,"3200 Greenfield Rd #300, Dearborn, MI 48120",Dearborn,MI,,1,1,314e33e852fa,https://track.hammondsolutions.us/q/314e33e852fa,GD-BATCH-001,BATCH-2026-09-01
R&R Door,+13133998388,"5202 Reuter St, Dearborn, MI 48126",Dearborn,MI,,4.7,66,545ecc9e5978,https://track.hammondsolutions.us/q/545ecc9e5978,GD-BATCH-001,BATCH-2026-09-01
"Tucker Dock & Door, LLC",+17347481327,"38530 Michigan Ave, Wayne, MI 48184",Wayne,MI,http://www.tuckerdoorandwindow.com/,4.7,24,c1ba8f9ee4f5,https://track.hammondsolutions.us/q/c1ba8f9ee4f5,GD-BATCH-001,BATCH-2026-09-01
Garage Door Pros,+17345085068,"5820 N Canton Center Rd #141, Canton Township, MI 48187",Canton Township,MI,https://garagedoorprosmi.com/garage-door-repair-canton-mi/,5,243,a32e21d5577a,https://track.hammondsolutions.us/q/a32e21d5577a,GD-BATCH-001,BATCH-2026-09-01
Quality Overhead Door Corp.,+17342456652,"415 Lathers St, Garden City, MI 48135",Garden City,MI,,3.8,31,5df9d71647dd,https://track.hammondsolutions.us/q/5df9d71647dd,GD-BATCH-001,BATCH-2026-09-01
Garage Door Pros,+17348889196,"34443 Industrial Rd, Livonia, MI 48150",Livonia,MI,https://garagedoorprosmi.com/garage-door-repair-westland-livonia/,5,337,b89b72ae8edf,https://track.hammondsolutions.us/q/b89b72ae8edf,GD-BATCH-001,BATCH-2026-09-01
Mike's Door Service,+13139378436,"26905 Plymouth Rd, Redford Township, MI 48239",Redford Township,MI,https://www.mikesdoorservice.com/,4.1,44,e501d9329a1d,https://track.hammondsolutions.us/q/e501d9329a1d,GD-BATCH-001,BATCH-2026-09-01
Crawford Door Company Inc,+15173740821,"740 Merrill Ave #4324, Lansing, MI 48912",Lansing,MI,https://crawfordlansing.com/,4.7,58,8aae5a067ad3,https://track.hammondsolutions.us/q/8aae5a067ad3,GD-BATCH-001,BATCH-2026-09-01
Lloyd's Door Systems,+19894969570,"1808 Bay City Rd, Midland, MI 48642",Midland,MI,http://www.lloydsdoor.com/,4.9,83,a782f898f4fb,https://track.hammondsolutions.us/q/a782f898f4fb,GD-BATCH-001,BATCH-2026-09-01
Anchor Bay Doors,+15863299110,"8141 Anchor Bay Dr, Clay Township, MI 48001",Clay Township,MI,,5,57,0cb4ac90f034,https://track.hammondsolutions.us/q/0cb4ac90f034,GD-BATCH-001,BATCH-2026-09-01
GG Doors,+15866836762,"8610 Stone Rd, Clay Township, MI 48001",Clay Township,MI,http://ggdoors.com/,5,2,421f5bdd6a1c,https://track.hammondsolutions.us/q/421f5bdd6a1c,GD-BATCH-001,BATCH-2026-09-01
City Wide Door,+18107651400,"4977 King Rd, China Township, MI 48054",China Township,MI,,4.5,16,f37812941e95,https://track.hammondsolutions.us/q/f37812941e95,GD-BATCH-001,BATCH-2026-09-01
Weatherproof Window & Door,+18107944683,"9155 Phelps Rd, Clay Township, MI 48001",Clay Township,MI,,5,3,b1cd5031bd65,https://track.hammondsolutions.us/q/b1cd5031bd65,GD-BATCH-001,BATCH-2026-09-01
Local Pro Garage Door Services,+15864472328,"42175 Merrimac Cir, Clinton Township, MI 48038",Clinton Township,MI,https://localprogaragedoorservice.com/,5,119,d018a3f68f05,https://track.hammondsolutions.us/q/d018a3f68f05,GD-BATCH-001,BATCH-2026-09-01
Thapa Garage doors,+15863050373,"42903 Ian Ct, Clinton Township, MI 48038",Clinton Township,MI,https://www.thapagaragedoors.com/,5,161,2f995a730238,https://track.hammondsolutions.us/q/2f995a730238,GD-BATCH-001,BATCH-2026-09-01
Lifetime Door Systems,+15867384357,"33620 Lipke St Ste 300, Clinton Township, MI 48035",Clinton Township,MI,https://lifetimedoormi.com/,5,17,21e6b48bb8b4,https://track.hammondsolutions.us/q/21e6b48bb8b4,GD-BATCH-001,BATCH-2026-09-01
FJF Door Sales Company,+15864689787,"43678 N Gratiot Ave, Clinton Township, MI 48036",Clinton Township,MI,http://fjfdoor.com/,4.4,122,ba8b12c92b3c,https://track.hammondsolutions.us/q/ba8b12c92b3c,GD-BATCH-001,BATCH-2026-09-01
Michigan Door Systems,+15867928060,"34401 Groesbeck Hwy, Clinton Township, MI 48035",Clinton Township,MI,https://www.michigandoorsystems.com/,4,15,b4294e4f5050,https://track.hammondsolutions.us/q/b4294e4f5050,GD-BATCH-001,BATCH-2026-09-01
M&M Garage Doors,+15862503595,"43599 Schoenherr Rd #200a, Sterling Heights, MI 48313",Sterling Heights,MI,https://mandmdoors247.com/sterling-heights/%3Futm_source%3Dorganic%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle%26utm_id%3Dgbp%26utm_term%3Dgbp%26utm_content%3Dsterling-heights,5,232,92c467fcf177,https://track.hammondsolutions.us/q/92c467fcf177,GD-BATCH-001,BATCH-2026-09-01
Macomb Garage Door Repair,+15866666590,"42440 Van Dyke Ave, Sterling Heights, MI 48314",Sterling Heights,MI,https://macombgaragedoors.com/,4.5,53,9cfbda5a856f,https://track.hammondsolutions.us/q/9cfbda5a856f,GD-BATCH-001,BATCH-2026-09-01
